Date,Close,Open,High,Low,Volume
2022-03-08,144.509,145.9258,146.2204,143.4344,89028092
2022-03-09,143.2938,144.2054,144.5421,141.5782,69787044
2022-03-10,145.351,143.0919,147.1687,142.3478,87706524
2022-03-11,145.8822,144.3739,146.9128,144.2775,144064834
2022-03-14,141.8054,145.2121,145.3025,140.1609,117178382
2022-03-15,142.282,141.0934,142.4875,140.0529,134062435
2022-03-16,141.2468,141.7358,145.3564,140.1123,77082158
2022-03-17,139.6007,141.2223,141.5598,139.3692,142394931
2022-03-18,140.6722,139.7642,141.5182,139.6866,71978898
2022-03-21,142.6366,141.7627,143.1231,140.9442,90784489
2022-03-22,144.4152,141.9246,145.742,141.7239,140573844
2022-03-23,142.3806,145.126,145.2575,141.7579,115034404
2022-03-24,141.5067,142.2283,143.8648,141.1992,93640858
2022-03-25,141.9976,141.4717,143.0418,139.5777,69553590
2022-03-28,143.8624,142.4767,144.6314,140.9488,119427484
2022-03-29,142.6126,143.0549,145.1987,141.1299,115091864
2022-03-30,142.0015,142.8853,144.1199,141.059,128058309
2022-03-31,139.432,142.1197,142.6283,138.5269,62063550
2022-04-01,136.721,139.7753,141.2078,135.4651,124409123
2022-04-04,138.1823,136.9187,138.2573,136.0219,56295425
2022-04-05,140.7861,139.8787,141.7466,138.1577,59472917
2022-04-06,140.4229,140.3372,140.9674,139.0769,52429151
2022-04-07,142.326,140.0501,143.2897,139.0221,114617617
2022-04-08,142.8846,141.8826,143.6202,140.7275,113808437
2022-04-11,141.2876,142.4878,143.6618,140.9807,64700387
2022-04-12,141.8416,140.8373,142.2215,140.216,145943709
2022-04-13,144.9012,142.6849,145.3691,142.2961,122630316
2022-04-14,144.606,145.9304,147.0454,144.154,91505238
2022-04-15,147.7829,144.1933,148.2837,142.6632,142776481
2022-04-18,141.7539,147.1679,149.5962,140.5662,75492108
2022-04-19,143.2889,142.0881,144.5127,140.7586,120886205
2022-04-20,143.2611,142.8933,143.2888,142.6311,81278965
2022-04-21,142.4037,143.7145,145.3381,142.3541,92211548
2022-04-22,142.3861,142.5481,142.639,140.642,54585315
2022-04-25,137.9274,141.307,141.8183,137.36,97614485
2022-04-26,137.2661,138.9947,140.176,136.6379,138862643
2022-04-27,137.7955,138.4986,138.9732,137.7269,118879267
2022-04-28,140.6435,137.3733,140.854,136.1376,98291558
2022-04-29,139.3391,140.3708,141.4778,138.9667,124677234
2022-05-02,137.4403,139.5383,140.8638,136.8195,71706642
2022-05-03,136.1997,137.6701,140.5222,135.0887,149235365
2022-05-04,137.8656,136.6482,138.5049,136.6224,143551173
2022-05-05,138.3386,139.2513,139.6142,138.1457,50506995
2022-05-06,137.0318,138.2162,138.4312,136.7848,119294318
2022-05-09,137.8813,136.4849,138.2709,136.0814,89816526
2022-05-10,137.8753,136.9304,138.2486,136.7864,108259896
2022-05-11,139.6717,137.3714,140.0018,136.4636,119181587
2022-05-12,137.9914,139.6486,139.8368,137.5092,122336392
2022-05-13,137.1062,139.2295,140.6971,135.344,111555999
2022-05-16,136.0941,136.7513,137.8525,134.1892,100897283
2022-05-17,132.9023,136.2464,137.4888,131.4335,100859057
2022-05-18,133.2933,132.8914,134.6978,131.5176,144455633
2022-05-19,133.6153,134.0853,134.212,132.8781,110321284
2022-05-20,133.4251,135.3035,137.6002,132.8883,50287635
2022-05-23,132.7555,133.071,133.718,132.4757,50583510
2022-05-24,129.7379,132.4306,133.8047,129.4325,132467453
2022-05-25,128.7247,130.4152,130.4391,128.4833,66760394
2022-05-26,127.8699,129.1636,130.1961,127.0681,121831204
2022-05-27,126.1392,129.0505,129.5717,125.4424,133853589
2022-05-30,125.6449,126.5075,127.3583,124.7239,114513977
2022-05-31,126.2179,125.4191,126.77,124.5845,65845187
2022-06-01,129.5996,126.5907,129.8474,126.5226,138665052
2022-06-02,129.7446,130.3181,130.7005,129.0017,140221867
2022-06-03,130.0512,130.2769,130.6852,129.3416,130443169
2022-06-06,129.7109,130.3811,131.3432,128.1676,80186120
2022-06-07,125.7831,130.4027,132.0879,125.1994,69838558
2022-06-08,125.5444,126.5185,126.8447,125.3039,134486278
2022-06-09,125.4695,126.412,127.6429,124.9679,86635794
2022-06-10,129.9172,125.8764,131.4984,125.4011,105026153
2022-06-13,129.3475,129.8086,130.8454,129.2689,103979613
2022-06-14,129.7385,129.4423,130.1865,128.6733,84595998
2022-06-15,129.4763,130.5212,130.9427,128.9768,63627775
2022-06-16,127.0124,128.9475,128.9724,125.7548,100147490
2022-06-17,128.9992,127.2465,129.9318,126.3617,115743288
2022-06-20,130.2606,128.7455,130.5987,127.8316,80418772
2022-06-21,131.6109,130.2794,132.8523,129.4838,145999164
2022-06-22,129.6182,132.4521,133.7106,129.5788,105413150
2022-06-23,132.1512,129.742,132.6423,129.0328,85173714
2022-06-24,129.1741,132.1818,132.3946,128.9578,120542942
2022-06-27,130.1174,128.2958,130.4123,127.1945,127332767
2022-06-28,134.1975,130.6029,134.4754,128.1331,71219187
2022-06-29,132.0023,134.6306,135.2625,131.1723,88405257
2022-06-30,130.683,133.4301,133.937,129.2392,141209857
2022-07-01,130.6823,130.4819,131.5932,130.1647,126384571
2022-07-04,129.4994,130.8255,132.2342,128.7518,89149527
2022-07-05,126.293,129.6608,129.7919,126.0597,57438096
2022-07-06,126.2334,127.2891,129.2635,124.7658,53053407
2022-07-07,124.0326,126.1733,127.183,122.7043,79311119
2022-07-08,124.7276,124.2056,125.4039,123.5171,135303311
2022-07-11,122.8204,125.1067,125.6211,122.2251,110251437
2022-07-12,125.4916,122.935,125.6719,121.244,56818922
2022-07-13,123.829,125.2115,125.5627,121.8551,96270592
2022-07-14,123.045,123.9492,124.4342,122.2904,67929098
2022-07-15,124.362,123.7056,124.9934,123.1617,74895828
2022-07-18,121.8793,123.7237,124.822,121.0412,90553798
2022-07-19,122.1124,121.9604,122.5127,121.5826,119580185
2022-07-20,124.3235,121.6849,124.5634,121.6407,75256241
2022-07-21,121.1393,125.0663,125.7393,121.1147,65393675
2022-07-22,121.293,120.2167,123.1366,118.3705,88177374
2022-07-25,121.5839,120.9541,121.7129,120.9407,59449168
2022-07-26,122.8274,121.8132,123.785,121.1411,114052448
2022-07-27,120.3642,123.7889,124.8852,119.8894,149698011
2022-07-28,117.7996,120.3246,120.4405,116.4391,82250847
2022-07-29,118.5452,117.4726,120.6057,116.2918,105050560
2022-08-01,119.1681,119.6602,120.4714,118.3928,148004955
2022-08-02,119.7112,118.3053,120.2239,118.0413,115985129
2022-08-03,120.4291,118.3951,120.5163,118.1301,93866822
2022-08-04,119.297,120.694,121.0146,118.5427,62998017
2022-08-05,119.8081,118.9975,119.9906,118.6738,87451369
2022-08-08,120.4306,119.1963,121.1141,118.6522,143683479
2022-08-09,119.2365,120.8571,121.2782,118.3129,99987331
2022-08-10,122.6689,119.3818,123.1724,119.0654,89052395
2022-08-11,123.6389,122.3229,123.8956,121.7238,54102553
2022-08-12,121.5284,122.8474,123.5735,120.4734,78266442
2022-08-15,122.8225,122.0586,123.4272,121.2526,94674343
2022-08-16,121.1251,123.2218,124.1439,118.2674,125543722
2022-08-17,122.652,121.065,123.7176,119.8595,63474284
2022-08-18,124.8817,123.7845,125.4172,122.4465,93293890
2022-08-19,123.4443,124.2135,125.0165,122.1383,100806795
2022-08-22,125.3269,122.5027,125.6951,122.0305,136903273
2022-08-23,126.2031,124.8933,128.059,124.3465,112606106
2022-08-24,127.8603,126.1744,128.0889,125.6203,52112368
2022-08-25,131.6004,128.0159,131.9682,127.7548,77609269
2022-08-26,131.2213,131.4417,131.4621,131.0896,90373185
2022-08-29,129.8427,131.4523,131.7711,129.5021,117985200
2022-08-30,128.2141,129.0302,129.8559,128.126,73213953
2022-08-31,126.7477,129.1397,130.8095,124.4974,105229755
2022-09-01,126.7025,126.6957,127.7706,126.4628,55782197
2022-09-02,127.4523,127.4104,128.541,126.5425,147978397
2022-09-05,128.0832,127.6707,129.057,127.4917,63317715
2022-09-06,129.7749,128.3757,131.5509,125.3098,129007515
2022-09-07,129.904,130.1446,130.2534,129.5221,129806232
2022-09-08,132.8403,130.1948,133.0197,129.8683,128967903
2022-09-09,132.4192,133.2672,133.3418,131.4427,82308604
2022-09-12,137.9281,133.2992,139.2102,132.7845,70849083
2022-09-13,139.3329,138.0637,140.3666,137.5997,73888169
2022-09-14,137.653,139.8269,140.0935,136.9847,112632743
2022-09-15,135.5519,137.5912,138.6646,133.3218,98617184
2022-09-16,136.6413,136.528,137.1891,135.2928,51418060
2022-09-19,136.2926,136.1792,136.4994,135.6632,71005303
2022-09-20,137.8614,137.5199,138.9654,136.5008,54639022
2022-09-21,138.9503,137.8337,141.9552,137.2211,75657039
2022-09-22,138.9096,137.9562,139.663,136.9423,102600341
2022-09-23,137.2564,138.9986,139.7259,136.7981,74465875
2022-09-26,134.2473,136.789,138.7922,133.9304,109628273
2022-09-27,133.4556,134.8116,135.3629,132.4137,109042154
2022-09-28,135.2767,133.0201,136.7633,132.0427,134571418
2022-09-29,135.8194,134.9749,135.9687,133.6298,116147880
2022-09-30,133.3901,134.5362,135.5617,133.3315,91997785
2022-10-03,133.8433,133.0884,135.5696,132.3329,51683032
2022-10-04,134.724,132.2212,136.1412,130.89,147107265
2022-10-05,133.0456,133.657,135.4106,132.8146,72009867
2022-10-06,133.4588,133.5514,134.3443,133.1295,133629479
2022-10-07,133.6821,133.9832,134.064,131.0868,55954632
2022-10-10,131.4971,133.9665,135.6834,131.0417,108765512
2022-10-11,132.308,130.8614,132.5685,129.4191,132028383
2022-10-12,133.5268,132.2765,134.4276,131.6788,86900577
2022-10-13,135.8029,133.5244,138.1615,132.4334,109972646
2022-10-14,138.0582,135.0164,138.2524,132.7606,77381819
2022-10-17,135.3157,139.096,139.2331,133.5988,136536512
2022-10-18,133.5204,135.9093,136.5089,131.5123,121284146
2022-10-19,134.6587,133.3729,134.7057,131.3766,122564347
2022-10-20,135.8042,134.6768,137.6458,134.257,73641763
2022-10-21,136.962,135.9457,137.6443,135.0014,129015319
2022-10-24,144.9868,135.5638,145.2125,134.984,113058842
2022-10-25,146.3443,144.8076,147.2136,141.7542,86128129
2022-10-26,148.9542,145.8453,150.5272,145.8414,82532126
2022-10-27,151.2049,148.2082,151.9449,147.8195,148286785
2022-10-28,152.8032,150.9924,152.8485,149.8759,132320668
2022-10-31,152.2029,154.1767,154.7062,150.9683,116075147
2022-11-01,154.0574,152.6906,154.9108,152.5859,111766811
2022-11-02,152.3948,153.6174,155.3457,151.2665,91450835
2022-11-03,151.9753,152.831,152.9327,151.6648,56097020
2022-11-04,150.9905,153.0387,154.8809,149.9089,51196311
2022-11-07,151.2967,151.6885,152.6108,150.8027,131619860
2022-11-08,156.6707,151.3418,156.774,150.1361,79609865
2022-11-09,152.4079,156.1639,157.9849,151.614,116341485
2022-11-10,154.0987,152.9399,154.4799,151.8896,80760593
2022-11-11,150.4942,154.4018,155.3309,150.2117,60675927
2022-11-14,149.5492,151.1678,151.5538,149.5035,131416865
2022-11-15,152.1116,150.0242,153.7428,148.2856,97322239
2022-11-16,152.38,152.9099,155.2038,152.0147,132716985
2022-11-17,150.0385,151.9722,152.1121,149.9782,51462603
2022-11-18,148.5487,151.0268,151.2203,145.4342,128518263
2022-11-21,150.1818,148.6955,150.9884,147.3727,83691077
2022-11-22,148.6567,151.7402,151.999,146.9154,147511084
2022-11-23,149.2583,148.1444,150.1562,146.963,101983779
2022-11-24,149.4797,150.5538,150.9381,149.1441,84741269
2022-11-25,148.1383,149.6276,150.5805,146.0541,65116926
2022-11-28,153.0208,147.6558,154.338,147.2162,94378959
2022-11-29,154.5982,152.6505,154.6246,152.1753,100385335
2022-11-30,150.0257,154.3506,156.6982,149.9619,96992088
2022-12-01,150.5653,150.3438,150.6383,148.8722,136376352
2022-12-02,149.1911,150.9589,151.8144,147.8824,139059475
2022-12-05,151.2181,148.7631,153.0493,148.0185,86183569
2022-12-06,149.5414,151.1997,153.3807,147.9631,130296229
2022-12-07,149.4037,151.1432,153.0586,149.1611,112595266
2022-12-08,150.6549,150.6942,151.0162,149.6907,65614614
2022-12-09,152.7319,150.9836,153.3535,150.9068,54776415
2022-12-12,150.1042,152.7609,154.6932,148.6182,77205484
2022-12-13,149.4711,150.1943,151.2697,148.9243,144294138
2022-12-14,148.5259,149.9297,150.5091,148.475,132322831
2022-12-15,147.1891,147.7663,147.9398,147.1208,127468612
2022-12-16,151.2047,146.9997,153.1549,146.002,73985603
2022-12-19,152.2442,149.9432,153.3365,147.248,107223828
2022-12-20,149.4866,152.5481,152.8758,148.761,87416039
2022-12-21,151.6643,149.9703,152.7456,149.7168,61917042
2022-12-22,156.6134,151.2979,159.3095,149.8453,70901606
2022-12-23,159.1642,157.846,160.0799,157.2248,119765086
2022-12-26,155.6641,158.1887,158.4559,153.3272,98189133
2022-12-27,154.658,154.5243,155.8794,153.7583,93070149
2022-12-28,157.7207,154.8315,157.8864,154.0445,97375247
2022-12-29,156.1727,158.5465,158.644,154.6864,87821420
2022-12-30,157.3373,157.4876,157.7709,156.5515,60176828
2023-01-02,159.2914,156.9763,160.1197,156.7446,55459501
2023-01-03,157.204,160.1505,160.3666,156.4435,91129759
2023-01-04,157.1894,157.1738,157.7452,154.4005,54013582
2023-01-05,149.6728,157.0538,158.4238,148.5987,52872875
2023-01-06,147.4927,150.3341,152.031,145.9884,127327760
2023-01-09,147.0519,147.9738,148.0905,146.2854,131683112
2023-01-10,144.4172,145.8928,145.9148,143.1028,149513653
2023-01-11,148.069,145.4834,148.9079,145.2489,102173294
2023-01-12,145.011,149.0907,149.3689,145.0035,74747780
2023-01-13,144.1699,144.5575,145.6597,143.4792,91592940
2023-01-16,144.5679,144.4552,144.9,143.6828,132743066
2023-01-17,147.809,144.925,148.5332,144.0738,135482326
2023-01-18,144.7438,148.0017,148.4297,144.6488,93762279
2023-01-19,147.385,144.3455,148.7335,143.8175,80071551
2023-01-20,147.5255,146.89,147.6536,145.1793,125303117
2023-01-23,145.4716,147.5067,147.5459,144.6517,119578794
2023-01-24,146.5963,146.3246,146.8404,145.4009,50131936
2023-01-25,147.1513,146.9947,147.3026,146.8962,108557684
2023-01-26,145.9442,146.8786,149.0898,144.2974,93922786
2023-01-27,146.2137,146.5073,147.1504,145.7344,105173904
2023-01-30,145.4856,144.1312,145.5937,143.1384,149242459
2023-01-31,145.8497,146.3213,146.5084,144.2123,69247186
2023-02-01,147.415,144.5811,148.627,143.7738,149718253
2023-02-02,151.04,147.1479,152.5693,146.6263,105394229
2023-02-03,148.3564,150.1944,151.2352,147.7873,88866902
2023-02-06,153.2218,147.396,154.4102,147.0463,61924255
2023-02-07,148.8579,154.1112,154.6378,148.3063,81785895
2023-02-08,148.638,148.5098,149.4065,148.2754,133341196
2023-02-09,150.0686,148.8956,152.2,148.5247,136464762
2023-02-10,150.8212,150.0334,152.2614,147.993,97701715
2023-02-13,149.5331,151.181,152.2926,148.2513,63936930
2023-02-14,149.1859,149.5906,150.788,148.9584,112110920
2023-02-15,148.2021,148.2289,149.0242,147.086,143896476
2023-02-16,147.0104,148.9403,150.5995,145.7961,146878917
2023-02-17,149.0016,146.6475,149.2996,146.1807,125689368
2023-02-20,149.9187,147.8419,150.2649,145.702,88837854
2023-02-21,148.4804,149.5978,149.9093,148.2214,71384981
2023-02-22,150.6028,149.5946,150.7646,148.5802,93026369
2023-02-23,151.4175,151.243,152.3997,150.454,107489324
2023-02-24,153.3849,151.1535,154.3585,149.8359,136266692
2023-02-27,155.0175,153.117,157.186,152.1557,108954235
2023-02-28,153.2759,154.7683,156.3832,152.8216,79969114
2023-03-01,152.1719,154.8675,156.9272,150.4608,142552792
2023-03-02,154.0603,152.4625,155.3329,152.4435,113993927
2023-03-03,155.6557,154.3916,157.0587,153.2771,55219574
2023-03-06,155.7937,156.4575,157.823,154.6623,98521856
2023-03-07,156.2548,155.9797,156.7683,154.0839,60387155
2023-03-08,159.4369,156.0524,160.8472,155.4147,105901099
2023-03-09,158.2135,159.2804,159.5543,156.9091,62433238
2023-03-10,159.7017,158.1568,160.0952,157.3245,129622751
2023-03-13,159.409,159.672,160.6679,158.3192,138677962
2023-03-14,159.0798,159.9889,161.666,157.6901,123971622
2023-03-15,161.8926,159.1211,163.7002,157.9878,129826926
2023-03-16,164.0913,162.4856,164.8292,162.2622,84550325
2023-03-17,166.2905,164.025,166.5689,163.2991,78362071
2023-03-20,169.7464,166.3559,172.0325,164.7914,52670492
2023-03-21,170.0036,168.0505,171.0996,166.8471,64223887
2023-03-22,171.9466,170.7825,173.2738,169.9665,120086163
2023-03-23,171.3527,172.2445,174.4707,170.0527,136820397
2023-03-24,172.3915,172.2078,174.0939,171.5696,82329598
2023-03-27,172.2619,169.8951,173.0783,168.0369,112023737
2023-03-28,172.7192,174.0606,174.0974,171.5472,83119668
2023-03-29,174.4684,172.5987,174.8594,170.8968,74928384
2023-03-30,172.5364,175.4351,176.5714,171.7741,137126721
2023-03-31,178.1587,171.6393,178.7631,170.7803,119824412
2023-04-03,175.684,178.7045,179.382,174.7047,117887955
2023-04-04,172.6951,174.7587,174.7789,171.891,61765788
2023-04-05,175.9024,172.1565,176.6711,171.7978,80725231
2023-04-06,178.2023,177.5858,178.2114,176.8203,85261362
2023-04-07,180.0844,178.0324,180.7131,176.5959,139853600
2023-04-10,181.9979,180.2802,182.1574,177.4496,81766658
2023-04-11,182.1828,182.7896,182.9188,181.6732,134850875
2023-04-12,179.9495,182.6343,183.175,177.6968,64284450
2023-04-13,180.37,180.0848,180.7435,179.9474,94526276
2023-04-14,178.7544,180.6992,183.0102,178.3776,118687322
2023-04-17,181.5835,180.9025,182.3983,179.9196,75435339
2023-04-18,181.4008,181.5312,181.9603,180.9625,93563219
2023-04-19,179.3723,181.5832,182.5957,178.8996,106313452
2023-04-20,178.7229,180.3146,180.7962,177.6764,78963091
2023-04-21,180.0443,179.7108,181.734,179.2291,64912584
2023-04-24,178.738,181.1129,181.6485,178.2859,148121382
2023-04-25,176.748,179.3088,179.4627,176.0845,134558066
2023-04-26,177.6062,175.7379,178.2423,173.579,99388645
2023-04-27,178.4719,179.0567,181.3069,177.3914,124954636
2023-04-28,177.329,177.449,179.0485,176.4601,125156920
2023-05-01,176.2888,177.5973,179.2936,174.855,64136405
2023-05-02,177.114,175.624,177.3165,175.281,73767091
2023-05-03,173.4794,177.0572,179.5112,173.4248,115534828
2023-05-04,170.0251,173.7645,176.8663,169.8421,76668885
2023-05-05,168.3968,170.2983,171.1675,167.947,109233322
2023-05-08,168.0597,168.752,169.4282,166.1353,87562578
2023-05-09,169.0451,169.4157,171.8567,167.5822,81281095
2023-05-10,172.989,169.4285,173.74,167.6499,52361331
2023-05-11,175.4221,172.7778,176.5277,171.918,135044423
2023-05-12,175.2118,176.2677,177.1432,173.349,111394671
2023-05-15,175.372,176.2538,176.4909,174.8293,54348530
2023-05-16,172.9452,174.2956,174.9539,171.4358,91837593
2023-05-17,173.1048,173.4618,176.2085,170.3181,122265622
2023-05-18,172.563,173.7116,174.751,171.1497,149057962
2023-05-19,173.6054,172.3062,175.0952,171.9626,93484059
2023-05-22,171.6595,174.7995,175.1341,170.2243,142393608
2023-05-23,173.2028,171.5307,176.0767,171.3319,135543663
2023-05-24,177.3927,173.3115,178.6975,173.2784,100394662
2023-05-25,177.3162,177.2392,180.9055,176.741,78875186
2023-05-26,178.5974,177.33,179.0061,175.1121,149160843
2023-05-29,180.6606,177.6185,182.2518,176.4555,73254222
2023-05-30,179.7901,179.3598,182.6069,177.1611,106242142
2023-05-31,180.6102,181.2235,183.0061,179.888,68012598
2023-06-01,180.8611,179.8454,181.5798,177.8321,114384973
2023-06-02,181.3431,179.9646,182.0182,179.4353,122337162
2023-06-05,179.458,179.3906,179.6101,176.3768,104864537
2023-06-06,179.7393,178.8847,183.5417,177.9895,111912105
2023-06-07,181.2977,178.5503,183.4776,177.2858,82502170
2023-06-08,185.4616,182.7861,185.838,181.92,94362533
2023-06-09,188.3527,186.398,189.0575,186.2138,149699297
2023-06-12,194.6621,187.7047,196.353,184.7702,143572370
2023-06-13,192.6551,196.8545,197.0088,191.8757,57775679
2023-06-14,195.4072,193.6008,195.8887,191.9608,59929645
2023-06-15,196.1791,195.0898,196.7937,192.7773,70809587
2023-06-16,202.8584,193.7274,203.2951,190.6857,135417897
2023-06-19,200.6422,205.1821,205.7454,200.6363,148506304
2023-06-20,198.3558,199.2482,200.239,196.7507,85569506
2023-06-21,196.8104,196.7239,197.3923,194.6127,108077511
2023-06-22,190.7765,197.8167,198.4134,189.6433,138606138
2023-06-23,189.5009,193.1037,193.1489,188.7652,95905971
2023-06-26,187.5705,190.8125,192.5314,185.7235,99270645
2023-06-27,188.2187,188.0993,188.2961,185.5637,130037806
2023-06-28,189.4094,188.7784,192.0961,187.9283,140505591
2023-06-29,194.9672,190.2176,196.9354,188.8788,102134150
2023-06-30,197.9807,195.707,199.4152,192.596,118571402
2023-07-03,196.505,198.259,199.2959,195.6703,56379878
2023-07-04,194.0927,196.6074,197.5443,193.5723,60463128
2023-07-05,195.7577,194.0319,197.9102,193.5005,105541643
2023-07-06,192.116,195.0198,198.3518,189.7273,111152921
2023-07-07,197.6243,191.8464,202.5851,190.5357,137820133
2023-07-10,201.3577,195.9514,203.0589,195.3011,113872938
2023-07-11,200.1823,201.2587,201.6182,199.4403,67509938
2023-07-12,195.2784,199.1928,199.2803,195.2104,71857908
2023-07-13,199.4785,194.2009,199.9342,193.3337,139911341
2023-07-14,199.3751,199.6579,200.4903,195.3405,108576692
2023-07-17,203.3162,200.7628,204.3657,200.2864,64058071
2023-07-18,198.6976,204.2498,205.1576,198.314,126698319
2023-07-19,197.1496,197.1373,197.2909,195.3221,77616524
2023-07-20,197.4017,196.1741,197.7134,195.5678,120984280
2023-07-21,197.7777,198.3303,198.5703,197.4542,138924540
2023-07-24,196.6798,196.8061,197.113,193.9177,112738549
2023-07-25,198.7534,196.4589,200.5561,193.9867,143490741
2023-07-26,195.809,199.3,200.2464,195.0793,130969656
2023-07-27,195.6258,194.8609,200.2275,194.6258,133377781
2023-07-28,196.2135,195.7289,197.2431,195.6131,63398275
2023-07-31,197.9631,194.9048,198.2715,194.2005,139924682
2023-08-01,200.3137,197.3678,200.3437,197.0599,76859824
2023-08-02,197.1749,200.634,201.2576,195.9788,135276678
2023-08-03,192.8742,195.6044,197.3635,191.1296,121655789
2023-08-04,196.8021,193.299,198.2939,192.336,75897482
2023-08-07,198.0192,196.7828,199.2436,195.7917,132556904
2023-08-08,196.0337,198.5663,199.2129,194.7723,53775702
2023-08-09,200.8301,196.2531,202.3912,194.8474,87644716
2023-08-10,201.4195,202.1999,204.4315,200.4018,73547377
2023-08-11,205.2242,201.5456,206.2532,201.1374,144674459
2023-08-14,205.6783,204.7836,207.0973,203.4397,124007274
2023-08-15,212.2829,205.8041,213.9016,205.7488,52455918
2023-08-16,218.1271,212.8596,219.0224,212.0852,58053048
2023-08-17,217.5743,218.1804,219.446,216.6754,62194329
2023-08-18,221.0062,217.6184,221.9188,217.2764,64042008
2023-08-21,223.4109,220.2305,224.5574,219.8678,111086560
2023-08-22,228.2655,222.6704,229.0542,221.3404,75476259
2023-08-23,225.2355,226.6646,228.116,224.917,92101517
2023-08-24,227.8236,227.2058,229.1984,224.391,74365389
2023-08-25,231.714,226.4067,233.9179,225.5171,57955229
2023-08-28,225.8792,230.9113,232.2197,225.3644,104062018
2023-08-29,222.1412,225.0679,225.7007,221.6859,111158095
2023-08-30,215.6128,223.1352,225.0455,215.1962,137574253
2023-08-31,215.0002,215.2948,215.3405,214.894,97152541
2023-09-01,217.5723,216.3415,219.1073,215.5117,65239667
2023-09-04,222.7364,216.8396,223.027,215.3226,141895886
2023-09-05,223.2513,223.0472,224.5817,221.8877,112648941
2023-09-06,228.973,222.3188,230.2098,220.1789,85534839
2023-09-07,224.5077,231.4289,231.6965,222.6361,123252056
2023-09-08,219.0408,223.1746,224.5894,218.187,86832178
2023-09-11,219.1211,219.3801,219.9206,218.5042,50801125
2023-09-12,220.6464,219.8155,223.989,218.4614,102718185
2023-09-13,220.803,221.1029,221.4802,218.5135,136884858
2023-09-14,214.2205,220.5984,220.6006,213.4388,64775854
2023-09-15,214.1912,214.0814,215.5913,213.7707,147402036
2023-09-18,210.2571,214.2381,215.368,209.2563,69470911
2023-09-19,212.6215,210.1026,214.2163,209.1657,135654773
2023-09-20,214.0458,213.6462,216.7986,212.9403,149786995
2023-09-21,211.285,216.4116,217.7321,209.7187,144265849
2023-09-22,209.91,210.6961,211.9925,209.8572,126807487
2023-09-25,206.8268,208.4723,210.0399,205.423,55254230
2023-09-26,206.8805,206.7355,208.2533,205.7876,87411032
2023-09-27,210.0928,209.549,210.4186,206.5552,62901865
2023-09-28,207.2385,209.2486,209.6913,206.6423,100433542
2023-09-29,209.054,208.9369,212.4054,208.4336,94476240
2023-10-02,207.6421,210.8077,211.8793,207.3367,123297617
2023-10-03,205.4218,207.0674,209.1203,200.9961,93547632
